<PorterStemmer>
33.50181579589844
         51751046 function calls (51737076 primitive calls) in 33.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _basic.py:5(<module>)
        1    0.000    0.000    0.001    0.001 chunked.py:9(<module>)
        1    0.000    0.000    0.001    0.001 context.py:13(<module>)
        1    0.000    0.000    0.001    0.001 _ridge.py:1(<module>)
       12    0.000    0.000    0.001    0.000 dataclasses.py:539(_repr_fn)
        2    0.000    0.000    0.001    0.000 regexp.py:9(<module>)
     2731    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
       10    0.000    0.000    0.001    0.000 extras.py:235(__init__)
        1    0.000    0.000    0.001    0.001 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:23(<module>)
    36/26    0.000    0.000    0.001    0.000 typing.py:343(__getitem__)
      831    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
       10    0.000    0.000    0.001    0.000 extras.py:239(getdoc)
    47/44    0.000    0.000    0.001    0.000 lexicon.py:209(augParseCategory)
      571    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.001    0.001 argparse.py:1698(__init__)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 pydoc.py:462(Doc)
     2873    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
       58    0.000    0.000    0.001    0.000 typing.py:722(__init__)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:518(get_path)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:506(get_paths)
        1    0.000    0.000    0.001    0.001 util.py:112(__getattr__)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:171(_expand_vars)
        1    0.000    0.000    0.001    0.001 util.py:68(__load)
        1    0.000    0.000    0.001    0.001 __init__.py:3(<module>)
        2    0.000    0.000    0.001    0.000 grammar.py:1208(__init__)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
      402    0.000    0.000    0.001    0.000 inspect.py:494(unwrap)
     1012    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:351(__init__)
        1    0.000    0.000    0.001    0.001 mio5.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
        1    0.000    0.000    0.001    0.001 qmc.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _ode.py:2(<module>)
      160    0.000    0.000    0.001    0.000 re.py:188(match)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
      553    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.001    0.001 punkt.py:13(<module>)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
       99    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
     1057    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.001    0.001 treebank.py:254(<listcomp>)
        1    0.000    0.000    0.001    0.001 models.py:8(<module>)
        1    0.000    0.000    0.001    0.001 _base.py:13(<module>)
       26    0.000    0.000    0.001    0.000 typing.py:424(Union)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:1(<module>)
     2359    0.001    0.000    0.001    0.000 enum.py:646(__new__)
        1    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
     2080    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
      116    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.001    0.001 maxent.py:9(<module>)
       12    0.000    0.000    0.001    0.000 dataclasses.py:575(_cmp_fn)
        2    0.000    0.000    0.001    0.000 grammar.py:454(__init__)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.001    0.001 process.py:9(<module>)
        4    0.000    0.000    0.001    0.000 utils.py:1(<module>)
     2261    0.000    0.000    0.001    0.000 inspect.py:2847(<genexpr>)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
      989    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:811(find_spec)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
       33    0.000    0.000    0.001    0.000 _pslinux.py:1569(wrap_exceptions)
     5636    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.001    0.001 snowball.py:308(ArabicStemmer)
        1    0.000    0.000    0.001    0.001 bracket_parse.py:8(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _unsupervised.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
      550    0.000    0.000    0.001    0.000 sre_parse.py:355(_escape)
  378/280    0.000    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
       14    0.000    0.000    0.001    0.000 _regex_core.py:1389(parse_set)
    23/22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:757(create_module)
        1    0.000    0.000    0.001    0.001 _polynomial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:411(PercentStyle)
        1    0.000    0.000    0.001    0.001 plaintext.py:10(<module>)
        1    0.000    0.000    0.001    0.001 comparative_sents.py:8(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
      3/1    0.000    0.000    0.001    0.001 sysconfig.py:526(get_config_vars)
        1    0.000    0.000    0.001    0.001 reviews.py:8(<module>)
     5636    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 measurements.py:31(<module>)
        1    0.000    0.000    0.001    0.001 _shgo.py:1(<module>)
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
       62    0.001    0.000    0.001    0.000 lexicon.py:179(parsePrimitiveCategory)
    23/22    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 em.py:8(<module>)
       39    0.000    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
        5    0.000    0.000    0.001    0.000 internals.py:417(decorator)
        1    0.000    0.000    0.001    0.001 lil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 logic.py:9(<module>)
        1    0.000    0.000    0.001    0.001 compat.py:7(<module>)
      379    0.000    0.000    0.001    0.000 _util.py:371(<listcomp>)
        1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
        1    0.000    0.000    0.001    0.001 _qmc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 xmlreader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:326(<listcomp>)
       30    0.000    0.000    0.001    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.001    0.001 _regression.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _coordinate_descent.py:8(<module>)
      353    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.001    0.001 _deprecated_my_exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 version.py:10(<module>)
        1    0.000    0.000    0.001    0.001 earleychart.py:12(<module>)
      831    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
       44    0.000    0.000    0.001    0.000 core.py:132(get_object_signature)
      298    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
       38    0.000    0.000    0.001    0.000 __init__.py:23(<genexpr>)
     6608    0.001    0.000    0.001    0.000 inspect.py:2577(kind)
       27    0.000    0.000    0.001    0.000 enum.py:221(<setcomp>)
       14    0.000    0.000    0.000    0.000 _regex_core.py:1455(parse_set_imp_union)
        1    0.000    0.000    0.000    0.000 cistem.py:10(<module>)
      968    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
        9    0.000    0.000    0.000    0.000 re.py:203(sub)
     3261    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
     1012    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:98(_mk_common_exceptions)
      906    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      323    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
      292    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
        1    0.000    0.000    0.000    0.000 cistem.py:16(Cistem)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1081(parse_flags_subpattern)
        1    0.000    0.000    0.000    0.000 sinica_treebank.py:8(<module>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:59(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:1(<module>)
      140    0.000    0.000    0.000    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolative.py:32(<module>)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:1067(parse_subpattern)
     1503    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        2    0.000    0.000    0.000    0.000 grammar.py:1387(read_grammar)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extmath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compat_posix.py:7(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
      517    0.000    0.000    0.000    0.000 enum.py:438(__setattr__)
      407    0.000    0.000    0.000    0.000 _util.py:386(<genexpr>)
        1    0.000    0.000    0.000    0.000 downloader.py:8(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
        1    0.000    0.000    0.000    0.000 _fitpack_impl.py:1(<module>)
      374    0.000    0.000    0.000    0.000 typing.py:696(__setattr__)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bootstrap.py:1(<module>)
     1651    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     3274    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 template.py:10(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
       29    0.000    0.000    0.000    0.000 typing.py:824(copy_with)
     1930    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      264    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
        1    0.000    0.000    0.000    0.000 _encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _search.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1534(_array_str_implementation)
       79    0.000    0.000    0.000    0.000 _regex_core.py:1478(parse_set_member)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
     2042    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 glue.py:9(<module>)
       31    0.000    0.000    0.000    0.000 grammar.py:1322(_read_production)
        1    0.000    0.000    0.000    0.000 corenlp.py:9(<module>)
        1    0.000    0.000    0.000    0.000 malt.py:10(<module>)
        1    0.000    0.000    0.000    0.000 glm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:468(wrapper)
        7    0.000    0.000    0.000    0.000 argparse.py:1397(add_argument)
      116    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       17    0.000    0.000    0.000    0.000 utils.py:71(__call__)
        1    0.000    0.000    0.000    0.000 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 request.py:937(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 regexp.py:19(ChunkString)
     1027    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 charset.py:5(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:425(_init_posix)
        1    0.000    0.000    0.000    0.000 miobase.py:3(<module>)
     2494    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 queues.py:12(<module>)
        1    0.000    0.000    0.000    0.000 evaluate.py:12(<module>)
       10    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
       48    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:66(_mk_exception)
       27    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
        1    0.000    0.000    0.000    0.000 pairwise.py:12(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
     1312    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 combinator.py:7(<module>)
